"Mes","Año","Días funcionamiento","Clase","Región","Destino Turístico"," Total de Llegadas Chilenos"," Total de Pernoctaciones  Chilenos"," Total Llegadas Extranjeros"," Total Pernoctaciones Extranjeros","Total Llegadas","Total Pernoctación","Factor de Expansión"
"2","2018","28","Hotel","6","27","156","222","0","0","156","222","3"
"2","2018","28","Hotel","5","5","79","184","39","52","118","236","2.1428571428571"
"2","2018","28","Hotel","5","5","126","174","98","155","224","329","2.1428571428571"
"2","2018","28","Hotel","13","27","110","217","0","0","110","217","4.2"
"2","2018","28","Hotel","2","27","124","180","2","4","126","184","3.6"
"2","2018","28","Hotel","8","3","86","126","118","118","204","244","4.1111111111111"
"2","2018","28","Otros","11","36","133","531","0","0","133","531","5.1904761904762"
"2","2018","28","Otros","9","30","348","802","0","0","348","802","2.3333333333333"
"2","2018","28","Otros","16","19","104","361","0","0","104","361","10.263157894737"
"2","2018","28","Hotel","14","31","49","72","246","725","295","797","17.4"
"2","2018","28","Hotel","2","1","237","270","6","8","243","278","6.4"
"2","2018","28","Hotel","16","40","863","1751","665","1261","1528","3012","5.6666666666667"
"2","2018","28","Otros","7","17","313","746","90","343","403","1089","17.166666666667"
"2","2018","28","Hotel","13","27","303","371","206","353","509","724","2.75"
"2","2018","28","Hotel","14","31","178","259","327","550","505","809","24"
"2","2018","28","Otros","3","4","48","99","15","29","63","128","12.2"
"2","2018","28","Otros","8","34","221","306","336","496","557","802","5.75"
"2","2018","28","Hotel","9","22","341","565","6","14","347","579","2.5555555555556"
"2","2018","28","Hotel","4","21","198","386","32","83","230","469","3"
"2","2018","28","Hotel","6","27","93","133","0","0","93","133","3"
"2","2018","28","Hotel","12","35","121","234","234","342","355","576","1.7272727272727"
"2","2018","28","Hotel","2","29","30","71","145","293","175","364","2"
"2","2018","28","Otros","10","11","73","121","10","16","83","137","11.764705882353"
"2","2018","28","Hotel","6","10","176","226","10","10","186","236","6.6"
"2","2018","28","Hotel","13","14","165","385","66","198","231","583","2"
"2","2018","28","Otros","16","27","228","423","0","0","228","423","13.818181818182"
"2","2018","28","Otros","6","27","29","31","0","0","29","31","3.960088691796"
"2","2018","28","Hotel","16","40","79","136","454","948","533","1084","5.6666666666667"
"2","2018","28","Otros","6","10","341","960","7","15","348","975","3.8518518518518"
"2","2018","28","Otros","10","23","83","152","0","0","83","152","7"
"2","2018","28","Hotel","6","28","363","480","27","33","390","513","1"
"2","2018","28","Otros","7","38","506","952","123","271","629","1223","2.75"
"2","2018","28","Hotel","6","12","223","295","1","14","224","309","5"
"2","2018","28","Hotel","13","27","561","1005","21","36","582","1041","4.2"
"2","2018","28","Otros","4","21","122","301","6","15","128","316","4.8333333333333"
"2","2018","28","Otros","13","14","95","129","0","0","95","129","1"
"2","2018","28","Hotel","16","27","74","166","7","23","81","189","5.8571428571429"
"2","2018","28","Hotel","5","5","96","179","88","170","184","349","2.1428571428571"
"2","2018","28","Otros","12","24","82","181","123","188","205","369","9.2"
"2","2018","28","Otros","15","16","124","186","48","53","172","239","9"
"2","2018","28","Hotel","8","27","225","225","6","6","231","231","4.5"
"2","2018","28","Hotel","9","22","120","151","6","6","126","157","2.5555555555556"
"2","2018","28","Hotel","10","11","237","391","74","147","311","538","5.6666666666667"
"2","2018","28","Hotel","8","3","234","679","46","124","280","803","4.1111111111111"
"2","2018","28","Hotel","6","10","472","555","2","2","474","557","6.6"
"2","2018","28","Otros","9","26","51","52","14","72","65","124","3.8888888888889"
"2","2018","28","Hotel","4","39","85","161","9","44","94","205","2.6"
"2","2018","28","Otros","6","27","4","12","0","0","4","12","3.960088691796"
"2","2018","28","Otros","6","12","185","231","25","30","210","261","1.8256578947368"
"2","2018","28","Hotel","6","27","107","222","4","6","111","228","3"
"2","2018","28","Otros","5","9","139","190","39","71","178","261","4.0454545454545"
"2","2018","28","Otros","5","9","374","766","198","318","572","1084","1"
"2","2018","28","Hotel","2","27","120","120","23","23","143","143","3.6"
"2","2018","28","Hotel","2","29","94","282","148","444","242","726","1"
"2","2018","28","Hotel","4","13","245","387","17","26","262","413","5.4"
"2","2018","28","","11","15","65","287","0","0","65","287","1"
"2","2018","28","Hotel","6","10","464","548","33","39","497","587","6.6"
"2","2018","28","Otros","6","12","48","63","0","0","48","63","1.8256578947368"
"2","2018","28","Otros","10","18","51","51","20","20","71","71","10.25"
"2","2018","28","Otros","9","22","358","1189","2","4","360","1193","7.6428571428571"
"2","2018","28","Otros","7","27","312","827","0","0","312","827","1"
"2","2018","28","","14","27","380","421","0","0","380","421","1"
"2","2018","28","Hotel","16","27","74","149","8","11","82","160","5.8571428571429"
"2","2018","28","Otros","2","29","15","42","20","36","35","78","3.28"
"2","2018","28","Hotel","8","27","19","21","3","3","22","24","1"
"2","2018","28","Otros","13","33","64","66","2","2","66","68","5.125"
"2","2018","28","Hotel","9","22","312","840","0","0","312","840","1"
"2","2018","28","Otros","10","23","59","253","0","0","59","253","1"
"2","2018","28","Otros","13","33","17","20","5","5","22","25","5.125"
"2","2018","28","Otros","6","10","97","425","0","0","97","425","3.8518518518518"
"2","2018","28","Hotel","10","18","230","451","82","157","312","608","7.75"
"2","2018","28","Hotel","14","31","56","93","37","95","93","188","24"
"2","2018","28","Hotel","4","21","67","67","3","3","70","70","3"
"2","2018","28","Hotel","3","4","33","153","36","220","69","373","2.6"
"2","2018","28","Otros","8","27","297","579","13","26","310","605","1"
"2","2018","28","Otros","6","27","29","90","0","0","29","90","3.960088691796"
"2","2018","28","Hotel","6","25","222","368","1","3","223","371","1"
"2","2018","28","Otros","6","12","216","436","17","33","233","469","1.8256578947368"
"2","2018","28","Hotel","6","27","37","55","0","0","37","55","3"
"2","2018","28","Otros","6","27","12","25","0","0","12","25","3.960088691796"
"2","2018","28","Otros","6","10","353","636","0","0","353","636","3.8518518518518"
"2","2018","28","Otros","6","12","77","122","0","0","77","122","1.8256578947368"
"2","2018","28","Otros","5","5","67","107","15","16","82","123","3.65625"
"2","2018","28","Hotel","12","24","106","298","38","111","144","409","3"
"2","2018","28","Hotel","12","35","45","117","30","82","75","199","2"
"2","2018","28","Hotel","15","16","117","181","6","12","123","193","7.8"
"2","2018","28","Otros","4","13","71","131","0","0","71","131","3.4"
"2","2018","28","Hotel","2","29","208","898","87","366","295","1264","1"
"2","2018","28","Hotel","4","21","133","310","8","15","141","325","3"
"2","2018","28","Hotel","10","27","199","385","311","403","510","788","2.25"
"2","2018","28","Hotel","8","3","271","662","82","173","353","835","4.1111111111111"
"2","2018","28","Hotel","12","27","71","90","52","69","123","159","1"
"2","2018","28","Otros","5","5","139","404","34","79","173","483","3.65625"
"2","2018","28","Otros","13","14","100","146","0","0","100","146","7.3846153846154"
"2","2018","28","Otros","10","11","14","178","0","0","14","178","11.764705882353"
"2","2018","28","Otros","16","40","338","836","28","68","366","904","28.142857142857"
"2","2018","28","Hotel","11","36","425","824","27","52","452","876","1"
"2","2018","28","Otros","12","35","64","165","141","321","205","486","2.6666666666667"
"2","2018","28","Otros","8","34","51","57","58","60","109","117","5.75"
"2","2018","28","Hotel","7","17","165","244","17","23","182","267","10"
"2","2018","28","Otros","12","35","168","353","23","42","191","395","3.5"
"2","2018","28","Otros","5","9","52","87","46","93","98","180","4.0454545454545"
"2","2018","28","Hotel","9","22","121","177","0","0","121","177","2.5555555555556"
"2","2018","28","Otros","2","29","38","88","33","75","71","163","3.28"
"2","2018","28","Otros","2","29","156","292","223","675","379","967","3.28"
"2","2018","28","Otros","10","23","37","54","12","12","49","66","1"
"2","2018","28","Hotel","10","27","167","217","227","262","394","479","2.25"
"2","2018","28","Hotel","16","19","157","222","45","53","202","275","4"
"2","2018","28","Hotel","16","40","189","402","52","126","241","528","16.333333333333"
"2","2018","28","Hotel","8","27","384","539","47","68","431","607","4.5"
"2","2018","28","Otros","13","14","21","21","12","12","33","33","7.3846153846154"
"2","2018","28","Hotel","7","27","33","53","3","11","36","64","4.1666666666667"
"2","2018","28","Otros","2","6","0","0","1","1","1","1","5"
"2","2018","28","Hotel","7","17","330","571","31","126","361","697","10"
"2","2018","28","Hotel","3","4","54","108","57","161","111","269","2.6"
"2","2018","28","Otros","6","12","14","152","0","0","14","152","1.8256578947368"
"2","2018","28","Otros","6","10","100","100","0","0","100","100","3.8518518518518"
"2","2018","28","Hotel","16","40","86","120","62","106","148","226","16.333333333333"
"2","2018","28","Otros","4","39","52","91","8","15","60","106","2.2222222222222"
"2","2018","28","Otros","13","14","134","356","0","0","134","356","7.3846153846154"
"2","2018","28","Otros","7","38","174","315","7","11","181","326","2.75"
"2","2018","28","Hotel","11","32","92","132","0","0","92","132","1"
"2","2018","28","Otros","11","36","249","540","2","2","251","542","5.1904761904762"
"2","2018","28","Hotel","4","21","181","346","9","17","190","363","3"
"2","2018","28","Otros","3","4","14","38","5","9","19","47","12.2"
"2","2018","28","Otros","5","9","65","91","35","39","100","130","4.0454545454545"
"2","2018","28","Otros","16","19","40","80","0","0","40","80","4"
"2","2018","28","Hotel","8","27","107","220","1","1","108","221","4.5"
"2","2018","28","Otros","16","40","52","123","22","69","74","192","1"
"2","2018","28","","7","17","206","664","25","217","231","881","1"
"2","2018","28","Otros","16","20","162","975","20","202","182","1177","3.0769230769231"
"2","2018","28","Otros","4","21","204","411","14","57","218","468","4.8333333333333"
"2","2018","28","Otros","13","33","85","93","27","34","112","127","5.125"
"2","2018","28","","12","35","40","78","1192","1757","1232","1835","1"
"2","2018","28","Hotel","13","33","1","1","1","2","2","3","2"
"2","2018","28","Otros","4","39","17","28","0","0","17","28","2.2222222222222"
"2","2018","28","Otros","10","18","65","145","14","46","79","191","10.25"
"2","2018","28","Otros","6","27","104","151","14","20","118","171","3.960088691796"
"2","2018","28","Otros","12","35","22","30","289","429","311","459","2.6666666666667"
"2","2018","28","Hotel","4","39","61","219","0","0","61","219","2.6"
"2","2018","13","Otros","14","31","35","61","168","398","203","459","20.2"
"2","2018","28","Hotel","2","29","21","70","85","858","106","928","2"
"2","2018","28","Hotel","13","14","75","75","0","0","75","75","1"
"2","2018","28","Hotel","9","26","153","192","0","0","153","192","1.5"
"2","2018","28","Otros","8","2","58","182","0","0","58","182","1"
"2","2018","28","Otros","12","35","7","11","5","5","12","16","3.5"
"2","2018","28","Hotel","14","27","121","140","50","60","171","200","8.5"
"2","2018","28","Otros","11","36","166","797","0","0","166","797","5.1904761904762"
"2","2018","28","Otros","16","20","196","990","24","94","220","1084","3.0769230769231"
"2","2018","28","Otros","4","39","6","11","0","0","6","11","2.2222222222222"
"2","2018","28","Otros","7","27","179","320","2","2","181","322","4.8333333333333"
"2","2018","28","Otros","6","27","163","282","9","9","172","291","3.960088691796"
"2","2018","28","Otros","5","8","5","140","0","0","5","140","5"
"2","2018","28","Otros","9","37","128","260","9","9","137","269","4.5"
"2","2018","28","Hotel","2","6","36","69","0","0","36","69","5.5"
"2","2018","28","Hotel","10","27","393","531","143","180","536","711","2.25"
"2","2018","28","Hotel","9","30","198","383","10","23","208","406","1"
"2","2018","28","Otros","4","13","52","54","9","14","61","68","3.4"
"2","2018","28","Hotel","5","5","304","304","0","0","304","304","1"
"2","2018","28","Otros","7","38","327","909","7","20","334","929","2.75"
"2","2018","28","Hotel","13","14","69","207","0","0","69","207","1"
"2","2018","28","Otros","5","9","186","199","164","214","350","413","4.0454545454545"
"2","2018","28","Otros","5","8","3","3","7","10","10","13","5"
"2","2018","28","Otros","10","27","0","0","311","560","311","560","4.84"
"2","2018","28","Hotel","13","14","20","28","2","2","22","30","1"
"2","2018","28","Otros","11","15","14","178","0","0","14","178","2.3571428571429"
"2","2018","28","Hotel","9","22","615","956","0","0","615","956","2.5555555555556"
"2","2018","28","Otros","11","36","340","615","40","55","380","670","5.1904761904762"
"2","2018","28","Hotel","10","18","1680","4252","2266","4288","3946","8540","1"
"2","2018","28","Hotel","6","12","236","300","0","0","236","300","5"
"2","2018","28","","2","29","274","741","722","1846","996","2587","1"
"2","2018","28","Hotel","16","27","1381","3217","101","218","1482","3435","1"
"2","2018","28","","14","31","266","593","394","1541","660","2134","1"
"2","2018","28","Hotel","8","3","69","253","35","170","104","423","4.1111111111111"
"2","2018","28","Otros","13","33","107","142","66","96","173","238","5.125"
"2","2018","28","","14","27","97","155","0","0","97","155","2.6666666666667"
"2","2018","28","Otros","9","22","135","257","0","0","135","257","7.6428571428571"
"2","2018","28","Hotel","10","11","77","218","7","57","84","275","5.6666666666667"
"2","2018","28","Otros","6","12","34","38","0","0","34","38","1.8256578947368"
"2","2018","28","Hotel","8","3","242","569","66","90","308","659","4.1111111111111"
"2","2018","28","Otros","9","22","132","819","0","0","132","819","3.25"
"2","2018","28","Hotel","7","17","195","493","33","62","228","555","1"
"2","2018","28","Otros","6","12","337","976","0","0","337","976","1.8256578947368"
"2","2018","28","Hotel","8","27","145","145","0","0","145","145","4.5"
"2","2018","28","Hotel","6","28","280","284","52","52","332","336","2.4"
"2","2018","28","Otros","8","2","220","669","100","164","320","833","1"
"2","2018","28","Hotel","8","27","120","122","2","2","122","124","1"
"2","2018","28","Otros","6","25","203","1394","0","0","203","1394","2.3846153846154"
"2","2018","28","Otros","6","25","147","270","0","0","147","270","2.3846153846154"
"2","2018","28","Hotel","11","36","1035","1867","0","0","1035","1867","1"
"2","2018","28","Otros","16","20","37","112","8","21","45","133","1"
"2","2018","28","Otros","2","6","30","77","236","633","266","710","5"
"2","2018","28","Hotel","14","31","46","86","92","234","138","320","24"
